Sede,Concepto,Profesional Historia,Ingresos,Atenciones,Uds
CDMX,LEVONORGESTREL/ ETINILESTRADIOL 0.15/0.03MG 21 TAB (MICROGYNON),Jairo Hernando Pedraza Pinto,414.0,1,1
CDMX,Letz 2.5mg,(Sin asignar),1600.0,1,2
CDMX,Letz 2.5mg,Alejandro Sanchez Aranda,1600.0,2,2
CDMX,Letz 2.5mg,Alma Victoria Villarreal Barranca,3200.0,5,5
CDMX,Letz 2.5mg,Armando Miguel Roque Sanchez,3200.0,4,4
CDMX,Letz 2.5mg,Eugenia Morán Orozco,13960.0,18,18
CDMX,Letz 2.5mg,Giovanni López Salamanca,9424.0,13,13
CDMX,Letz 2.5mg,Jaime Antonio Hidalgo Carrera,1380.0,2,2
CDMX,Letz 2.5mg,Jairo Hernando Pedraza Pinto,4000.0,7,7
CDMX,Letz 2.5mg,Monica Olavarria,800.0,1,1
CDMX,Letz 2.5mg,Ruben Gonzalez Ruiz,800.0,2,2
CDMX,MOMENTS 50 MG 30 TABc,Alejandro Sanchez Aranda,950.0,1,1
CDMX,MOMENTS 50 MG 30 TABc,Armando Miguel Roque Sanchez,1900.0,2,2
CDMX,MOMENTS 50 MG 30 TABc,Eugenia Morán Orozco,2850.0,3,3
CDMX,MOMENTS 50 MG 30 TABc,Giovanni López Salamanca,950.0,1,1
CDMX,MOMENTS 50 MG 30 TABc,Jaime Antonio Hidalgo Carrera,950.0,1,1
CDMX,Marcadores tumorales ovario,Alma Victoria Villarreal Barranca,2758.62,2,2
CDMX,Marcadores tumorales ovario,Monica Olavarria,1379.31,1,1
CDMX,Medicamentos Post-Captura,Armando Miguel Roque Sanchez,1232.0,1,1
CDMX,Merapur 75 UI (por ampolla),Alejandro Sanchez Aranda,52012.0,11,62
CDMX,Merapur 75 UI (por ampolla),Alma Victoria Villarreal Barranca,129512.8,33,146
CDMX,Merapur 75 UI (por ampolla),Armando Miguel Roque Sanchez,582101.04,120,698
CDMX,Merapur 75 UI (por ampolla),Carlos Andres Lejtik Alva,4746.0,2,6
CDMX,Merapur 75 UI (por ampolla),Carlos Parra,7120.0,2,8
CDMX,Merapur 75 UI (por ampolla),Eugenia Morán Orozco,508903.2,193,620
CDMX,Merapur 75 UI (por ampolla),Giovanni López Salamanca,491787.8,142,594
CDMX,Merapur 75 UI (por ampolla),Guadalupe Nolazco Beltrán,7120.0,1,8
CDMX,Merapur 75 UI (por ampolla),Jaime Antonio Hidalgo Carrera,205738.16,65,254
CDMX,Merapur 75 UI (por ampolla),Jairo Hernando Pedraza Pinto,359704.0,104,431
CDMX,Merapur 75 UI (por ampolla),Miranda Lucía Morán Morales,65860.0,13,74
CDMX,Merapur 75 UI (por ampolla),Monica Olavarria,55966.0,16,73
CDMX,Merapur 75 UI (por ampolla),Monica Yazmin Olavarria Guadarrama,15029.0,3,19
CDMX,Merapur 75 UI (por ampolla),Ruben Gonzalez Ruiz,271634.18,80,336
CDMX,Meticorten 5 mg,Alejandro Sanchez Aranda,690.0,1,1
CDMX,"Metilentetrahidrofolato reductasa MTHFR (Mutación 677-C, A1298 C)",Giovanni López Salamanca,5500.0,1,1
CDMX,Microgynon,Eugenia Morán Orozco,3726.0,9,9
CDMX,Microgynon,Giovanni López Salamanca,1217.16,3,3
CDMX,Microgynon,Jaime Antonio Hidalgo Carrera,414.0,1,1
CDMX,Microgynon,José Alfonso Gutiérrez Frusch,414.0,1,1
CDMX,Microgynon,Ruben Gonzalez Ruiz,828.0,2,2
CDMX,Moments,Eugenia Morán Orozco,3800.0,4,4
CDMX,Muestra de esperma FI - Sperm bank - Disponibilidad inmediata CDMX,Alma Victoria Villarreal Barranca,15517.24,2,2
CDMX,Muestra de esperma FI - Sperm bank - Disponibilidad inmediata GDL,Armando Miguel Roque Sanchez,21551.72,1,1
CDMX,OESTROGEL .0.06 / 100 G (ESTRADIOL EN GEL),Alejandro Sanchez Aranda,900.0,1,1
CDMX,OESTROGEL .0.06 / 100 G (ESTRADIOL EN GEL),Armando Miguel Roque Sanchez,900.0,1,1
CDMX,OESTROGEL .0.06 / 100 G (ESTRADIOL EN GEL),Eugenia Morán Orozco,24300.0,20,28
CDMX,OESTROGEL .0.06 / 100 G (ESTRADIOL EN GEL),Giovanni López Salamanca,21600.0,20,25
CDMX,OESTROGEL .0.06 / 100 G (ESTRADIOL EN GEL),Jairo Hernando Pedraza Pinto,8100.0,6,9
CDMX,OESTROGEL .0.06 / 100 G (ESTRADIOL EN GEL),Ruben Gonzalez Ruiz,4500.0,5,5
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Alejandro Sanchez Aranda,10955.0,5,5
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Alma Victoria Villarreal Barranca,30409.0,14,14
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Armando Miguel Roque Sanchez,89780.0,39,40
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Eugenia Morán Orozco,102282.0,46,46
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Giovanni López Salamanca,54335.0,24,24
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Jaime Antonio Hidalgo Carrera,29261.0,13,13
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Jairo Hernando Pedraza Pinto,46664.0,21,22
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Miranda Lucía Morán Morales,9400.0,4,4
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Monica Olavarria,29508.0,12,13
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Monica Yazmin Olavarria Guadarrama,2103.0,1,1
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Norma Sharey Vazquez Jimenez,2103.0,1,1
CDMX,OVIDREL F-PEN 250MCG - PLUMAS,Ruben Gonzalez Ruiz,15462.0,7,7
CDMX,Oestrogel,Eugenia Morán Orozco,2700.0,3,3
CDMX,Oestrogel,Giovanni López Salamanca,6246.0,2,7
CDMX,Oestrogel,Jaime Antonio Hidalgo Carrera,1800.0,1,2
CDMX,Oestrogel,Jairo Hernando Pedraza Pinto,2700.0,3,3
CDMX,Ovidrel 250 mg,Armando Miguel Roque Sanchez,14343.0,7,7
CDMX,Ovidrel 250 mg,Carlos Andres Lejtik Alva,2049.0,1,1
CDMX,Ovidrel 250 mg,Eugenia Morán Orozco,34833.0,17,17
CDMX,Ovidrel 250 mg,Giovanni López Salamanca,16343.0,9,9
CDMX,Ovidrel 250 mg,Jaime Antonio Hidalgo Carrera,14343.0,7,7
CDMX,Ovidrel 250 mg,Jairo Hernando Pedraza Pinto,10245.0,5,5
CDMX,Ovidrel 250 mg,Monica Olavarria,2049.0,1,1
CDMX,Ovidrel 250 mg,Ruben Gonzalez Ruiz,10245.0,5,5
CDMX,Ovodonacion donadora nacional x óvulo,Armando Miguel Roque Sanchez,75000.0,1,8
CDMX,Ovodonacion donadora nacional x óvulo,Eugenia Morán Orozco,197931.03,1,14
CDMX,Ovodonación donadora internacional x óvulo,Melissa Itzel Villagomez Aleman,181034.48,1,10
CDMX,PERGOVERIS PEN 300/150IU,Alma Victoria Villarreal Barranca,5850.0,1,1
CDMX,PERGOVERIS PEN 300/150IU,Armando Miguel Roque Sanchez,5383.0,1,1
CDMX,PERGOVERIS PEN 300/150IU,Eugenia Morán Orozco,27849.0,5,5
CDMX,PERGOVERIS PEN 300/150IU,Giovanni López Salamanca,11700.0,1,2
CDMX,PERGOVERIS PEN 300/150IU,Jaime Antonio Hidalgo Carrera,16616.0,3,3
CDMX,PERGOVERIS PEN 300/150IU,Jairo Hernando Pedraza Pinto,11700.0,1,2
CDMX,PERGOVERIS PEN 450/225IU,Alma Victoria Villarreal Barranca,48804.0,6,7
CDMX,PERGOVERIS PEN 450/225IU,Eugenia Morán Orozco,8300.0,1,1
CDMX,PERGOVERIS PEN 450/225IU,Giovanni López Salamanca,33200.0,3,4
CDMX,PERGOVERIS PEN 450/225IU,Jairo Hernando Pedraza Pinto,15961.0,4,4
CDMX,PERGOVERIS PEN 900/450IU,Alma Victoria Villarreal Barranca,270882.0,13,22
CDMX,PERGOVERIS PEN 900/450IU,Armando Miguel Roque Sanchez,45450.0,2,3
CDMX,PERGOVERIS PEN 900/450IU,Carlos Parra,12120.0,1,1
CDMX,PERGOVERIS PEN 900/450IU,Eugenia Morán Orozco,812709.0,39,56
CDMX,PERGOVERIS PEN 900/450IU,Giovanni López Salamanca,316952.0,14,21
CDMX,PERGOVERIS PEN 900/450IU,Jaime Antonio Hidalgo Carrera,220289.0,10,15
CDMX,PERGOVERIS PEN 900/450IU,Jairo Hernando Pedraza Pinto,374185.0,17,27
CDMX,PERGOVERIS PEN 900/450IU,Jorge Michel,30300.0,1,2
CDMX,PERGOVERIS PEN 900/450IU,Mayela Fernandez del Campo (MEFI),30300.0,1,2
CDMX,PERGOVERIS PEN 900/450IU,Miranda Lucía Morán Morales,30300.0,1,2
CDMX,PERGOVERIS PEN 900/450IU,Monica Olavarria,15150.0,1,1
CDMX,PERGOVERIS PEN 900/450IU,Monica Yazmin Olavarria Guadarrama,29102.0,2,2
CDMX,PERGOVERIS PEN 900/450IU,Norma Sharey Vazquez Jimenez,72755.0,3,5
CDMX,PGT por embrion (1 a 3) CDMX,Gerardo Armando Paladino Barquera,10344.83,1,1
CDMX,PGT por embrion (1 a 3) CDMX,María de los Ángeles Flores Manzur,20689.66,1,2
CDMX,PGT-A por embrion,Adriana Galvan Luna,33750.0,1,3
CDMX,PGT-A por embrion,Alejandro Sanchez Aranda,174568.96,5,18
CDMX,PGT-A por embrion,Aline Yunuen García Cortes,75775.86,2,6
CDMX,PGT-A por embrion,Alma Victoria Villarreal Barranca,200689.65,7,19
CDMX,PGT-A por embrion,Armando Miguel Roque Sanchez,515068.96,14,52
CDMX,PGT-A por embrion,Brenda Sanchez Ramirez,60646.55,1,7
CDMX,PGT-A por embrion,Carlos Andres Lejtik Alva,54310.34,1,6
CDMX,PGT-A por embrion,Cintia Mejía García,48103.44,2,4
CDMX,PGT-A por embrion,Claudia Melina Robellada Zarate,24051.72,1,2
CDMX,PGT-A por embrion,Diana Duran,54310.34,1,6
CDMX,PGT-A por embrion,Edith Cervantes Guerrero,103706.9,3,10
CDMX,PGT-A por embrion,Enrique Reyes Muñoz,78362.06,2,8
CDMX,PGT-A por embrion,Eugenia Morán Orozco,1340424.92,37,156
CDMX,PGT-A por embrion,Fabian Ricardo Castañeda Bochm,80948.28,2,8
CDMX,PGT-A por embrion,Fabiola del Carmen Brito Sandoval,9482.76,1,1
CDMX,PGT-A por embrion,Gerardo Armando Paladino Barquera,255474.13,7,24
CDMX,PGT-A por embrion,Giovanni López Salamanca,834077.62,27,99
CDMX,PGT-A por embrion,Gisela Cuevas Velasco,45258.62,1,5
CDMX,PGT-A por embrion,Griselda Reyes Torres,100991.37,6,9
CDMX,PGT-A por embrion,Guadalupe Nolazco Beltrán,145887.93,4,14
CDMX,PGT-A por embrion,Jaime Antonio Hidalgo Carrera,303686.19,12,33
CDMX,PGT-A por embrion,Jairo Hernando Pedraza Pinto,912448.23,24,110
CDMX,PGT-A por embrion,Jefsi Argelia Leon Dominguez,99181.03,3,9
CDMX,PGT-A por embrion,Jose Juan Guerrero Vargas,126077.58,3,13
CDMX,PGT-A por embrion,José Manuel Lozano Sánchez,115603.44,4,10
CDMX,PGT-A por embrion,Laura Esmeralda Gonzalez Lopez,24137.93,1,2
CDMX,PGT-A por embrion,Lilia Berenice Leyva Macias,152715.52,4,15
CDMX,PGT-A por embrion,Maritza Ivett Rojas Valencia,86637.93,2,9
CDMX,PGT-A por embrion,Marlene Lizbeth Zamora Ramirez,71120.69,2,7
CDMX,PGT-A por embrion,María de los Ángeles Flores Manzur,82758.62,2,8
CDMX,PGT-A por embrion,Miranda Lucía Morán Morales,80172.41,2,7
CDMX,PGT-A por embrion,Monica Olavarria,203922.41,6,20
CDMX,PGT-A por embrion,Monica Yazmin Olavarria Guadarrama,12931.03,1,1
CDMX,PGT-A por embrion,Norma Sharey Vazquez Jimenez,22344.83,1,2
CDMX,PGT-A por embrion,Oliver Paul Cruz Orozco,12931.03,1,1
CDMX,PGT-A por embrion,Ruben Gonzalez Ruiz,123439.66,5,16
CDMX,PGT-M hasta 12 embriones,Alejandro Sanchez Aranda,62500.0,1,1
CDMX,PGT-M hasta 12 embriones,Giovanni López Salamanca,250603.45,2,2
CDMX,PGT-SR Robertsoniana,Jairo Hernando Pedraza Pinto,96250.0,1,7
CDMX,PREDNISONA 20 MG C/30 TAB (METICORTEN) ASPEN,Giovanni López Salamanca,2250.0,3,3
CDMX,PREDNISONA 20 MG C/30 TAB (METICORTEN) ASPEN,Jaime Antonio Hidalgo Carrera,750.0,1,1
CDMX,PRIMOGYN 1MG C/28 GRA,Eugenia Morán Orozco,850.0,1,1
CDMX,PRIMOGYN 2 MG C/28 GRAG,Alejandro Sanchez Aranda,8000.0,4,8
CDMX,PRIMOGYN 2 MG C/28 GRAG,Alma Victoria Villarreal Barranca,4000.0,2,4
CDMX,PRIMOGYN 2 MG C/28 GRAG,Armando Miguel Roque Sanchez,64000.0,30,64
CDMX,PRIMOGYN 2 MG C/28 GRAG,Blanca Cardenas,3000.0,1,3
CDMX,PRIMOGYN 2 MG C/28 GRAG,Eugenia Morán Orozco,841000.0,324,846
CDMX,PRIMOGYN 2 MG C/28 GRAG,Giovanni López Salamanca,380960.0,158,386
CDMX,PRIMOGYN 2 MG C/28 GRAG,Jaime Antonio Hidalgo Carrera,65000.0,21,65
CDMX,PRIMOGYN 2 MG C/28 GRAG,Jairo Hernando Pedraza Pinto,150000.0,60,154
CDMX,PRIMOGYN 2 MG C/28 GRAG,José Alfonso Gutiérrez Frusch,2000.0,1,2
CDMX,PRIMOGYN 2 MG C/28 GRAG,Miranda Lucía Morán Morales,4000.0,1,4
CDMX,PRIMOGYN 2 MG C/28 GRAG,Ruben Gonzalez Ruiz,36700.0,18,37
CDMX,Panel de drogas en orina (III),Eugenia Morán Orozco,1594.83,1,1
CDMX,Panel de drogas en orina (III),Giovanni López Salamanca,1594.83,1,1
CDMX,Panel de drogas en orina (III),Jaime Antonio Hidalgo Carrera,1594.83,1,1
CDMX,Panel de drogas en orina (III),Jairo Hernando Pedraza Pinto,1594.83,1,1
CDMX,Panel de drogas en orina (III),Miranda Lucía Morán Morales,1594.83,1,1
CDMX,Papanicolaou,(Sin asignar),0.0,2,2
CDMX,Papanicolaou,Alma Victoria Villarreal Barranca,13998.38,25,25
CDMX,Papanicolaou,Armando Miguel Roque Sanchez,8748.36,15,15
CDMX,Papanicolaou,Diana Duran,1120.69,1,1
CDMX,Papanicolaou,Eugenia Morán Orozco,16175.02,28,28
CDMX,Papanicolaou,Giovanni López Salamanca,8856.05,17,17
CDMX,Papanicolaou,Jaime Antonio Hidalgo Carrera,4208.63,9,9
CDMX,Papanicolaou,Jairo Hernando Pedraza Pinto,4884.49,11,11
CDMX,Papanicolaou,José Alfonso Gutiérrez Frusch,0.0,2,2
CDMX,Papanicolaou,Miranda Lucía Morán Morales,10143.11,42,42
CDMX,Papanicolaou,Monica Olavarria,4582.76,14,14
CDMX,Papanicolaou,Ruben Gonzalez Ruiz,1667.27,8,8
CDMX,Paquete Análisis Serología,(Sin asignar),6465.51,4,4
CDMX,Paquete Análisis Serología,Alejandro Sanchez Aranda,15086.19,7,7
CDMX,Paquete Análisis Serología,Alma Victoria Villarreal Barranca,58060.28,30,30
CDMX,Paquete Análisis Serología,Armando Miguel Roque Sanchez,70991.3,53,53
CDMX,Paquete Análisis Serología,Carlos Andres Lejtik Alva,2155.17,1,1
CDMX,Paquete Análisis Serología,Eugenia Morán Orozco,191049.79,115,113
CDMX,Paquete Análisis Serología,Fabian Ricardo Castañeda Bochm,4310.34,2,2
CDMX,Paquete Análisis Serología,Gerardo Armando Paladino Barquera,4310.34,2,2
CDMX,Paquete Análisis Serología,Giovanni López Salamanca,109059.72,73,73
CDMX,Paquete Análisis Serología,Gisela Cuevas Velasco,2155.17,1,1
CDMX,Paquete Análisis Serología,Guadalupe Nolazco Beltrán,2155.17,1,1
CDMX,Paquete Análisis Serología,Jaime Antonio Hidalgo Carrera,34159.45,26,26
CDMX,Paquete Análisis Serología,Jairo Hernando Pedraza Pinto,102155.06,56,56
CDMX,Paquete Análisis Serología,José Alfonso Gutiérrez Frusch,8620.68,6,6
CDMX,Paquete Análisis Serología,José Manuel Lozano Sánchez,2155.17,1,1
CDMX,Paquete Análisis Serología,Liat Levy Mitrani,2155.17,1,1
CDMX,Paquete Análisis Serología,Maritza Ivett Rojas Valencia,4051.72,2,2
CDMX,Paquete Análisis Serología,María Elena González Panzzi,4310.34,2,2
CDMX,Paquete Análisis Serología,María de los Ángeles Flores Manzur,2155.17,1,1
CDMX,Paquete Análisis Serología,Miranda Lucía Morán Morales,18857.74,11,11
CDMX,Paquete Análisis Serología,Monica Olavarria,14827.57,8,9
CDMX,Paquete Análisis Serología,Monica Yazmin Olavarria Guadarrama,2155.17,2,2
CDMX,Paquete Análisis Serología,Ruben Gonzalez Ruiz,39008.58,24,24
CDMX,Paquete DFT Fertilización de óvulos congelados y transferencia + 6 Ovulos FI,Armando Miguel Roque Sanchez,119655.17,1,1
CDMX,Paquete Hormonas Basales,(Sin asignar),5172.42,2,2
CDMX,Paquete Hormonas Basales,Alejandro Sanchez Aranda,10344.84,4,4
CDMX,Paquete Hormonas Basales,Alma Victoria Villarreal Barranca,7758.63,7,7
CDMX,Paquete Hormonas Basales,Areli Sánchez,2586.21,1,1
CDMX,Paquete Hormonas Basales,Armando Miguel Roque Sanchez,31034.52,15,15
CDMX,Paquete Hormonas Basales,Carlos Andres Lejtik Alva,2586.21,1,1
CDMX,Paquete Hormonas Basales,Claudia Melina Robellada Zarate,5172.42,2,2
CDMX,Paquete Hormonas Basales,Enfermeria,5172.42,2,2
CDMX,Paquete Hormonas Basales,Eugenia Morán Orozco,42000.03,37,37
CDMX,Paquete Hormonas Basales,Giovanni López Salamanca,12500.01,14,14
CDMX,Paquete Hormonas Basales,Jaime Antonio Hidalgo Carrera,17517.25,8,8
CDMX,Paquete Hormonas Basales,Jairo Hernando Pedraza Pinto,387.93,5,5
CDMX,Paquete Hormonas Basales,Miranda Lucía Morán Morales,5172.42,3,3
CDMX,Paquete Hormonas Basales,Monica Olavarria,10344.84,6,6
CDMX,Paquete Hormonas Basales,Ruben Gonzalez Ruiz,12931.05,5,5
CDMX,Paquete Integral de Fertilidad CDMX,Jaime Antonio Hidalgo Carrera,142241.38,1,1
CDMX,Paquete Método ROPA CDMX,Jairo Hernando Pedraza Pinto,163793.1,1,1
CDMX,Paquete Método ROPA CDMX,Monica Olavarria,147413.79,1,1
CDMX,Paquete Wellness,José Alfonso Gutiérrez Frusch,3448.28,1,1
CDMX,Patología,Armando Miguel Roque Sanchez,1422.41,1,1
CDMX,Patología,Eugenia Morán Orozco,2844.82,2,2
CDMX,Patología,Fatima Giron Ávila,2844.82,2,2
CDMX,Patología,Giovanni López Salamanca,1422.41,1,1
CDMX,Patología,Jaime Antonio Hidalgo Carrera,4267.23,3,3
CDMX,Patología,Ruben Gonzalez Ruiz,1422.41,1,1
CDMX,Patología Biopsia de endometrio,Alma Victoria Villarreal Barranca,4655.16,3,3
CDMX,Patología Biopsia de endometrio,Armando Miguel Roque Sanchez,1594.83,1,1
CDMX,Patología Biopsia de endometrio,Giovanni López Salamanca,3103.44,2,2
CDMX,Patología Biopsia de endometrio,Jaime Antonio Hidalgo Carrera,1551.72,1,1
CDMX,Patología Biopsia de endometrio,Jairo Hernando Pedraza Pinto,1551.72,1,1
CDMX,Patología Biopsia de endometrio,Mayela Fernandez del Campo (MEFI),1551.72,1,1
CDMX,Perfil ETS,Alejandro Sanchez Aranda,9482.76,2,2
CDMX,Perfil ETS,Alma Victoria Villarreal Barranca,63939.64,14,14
CDMX,Perfil ETS,Armando Miguel Roque Sanchez,69543.1,15,15
CDMX,Perfil ETS,Eugenia Morán Orozco,159224.08,38,38
CDMX,Perfil ETS,Giovanni López Salamanca,112508.61,26,26
CDMX,Perfil ETS,Jaime Antonio Hidalgo Carrera,21551.7,5,5
CDMX,Perfil ETS,Jairo Hernando Pedraza Pinto,23275.86,6,6
CDMX,Perfil ETS,José Alfonso Gutiérrez Frusch,9482.76,2,2
CDMX,Perfil ETS,Miranda Lucía Morán Morales,31896.59,7,7
CDMX,Perfil ETS,Monica Olavarria,9051.72,2,2
CDMX,Perfil ETS,Ruben Gonzalez Ruiz,13362.06,3,3
CDMX,Perfil ETS Femenino / Cultivos infecciosos,(Sin asignar),3879.31,1,1
CDMX,Perfil ETS Femenino / Cultivos infecciosos,Alma Victoria Villarreal Barranca,8620.68,2,2
CDMX,Perfil ETS Femenino / Cultivos infecciosos,Armando Miguel Roque Sanchez,72767.17,19,19
CDMX,Perfil ETS Femenino / Cultivos infecciosos,Eugenia Morán Orozco,170198.1,41,41
CDMX,Perfil ETS Femenino / Cultivos infecciosos,Giovanni López Salamanca,97413.69,23,23
CDMX,Perfil ETS Femenino / Cultivos infecciosos,Jaime Antonio Hidalgo Carrera,17241.36,4,4
CDMX,Perfil ETS Femenino / Cultivos infecciosos,Jairo Hernando Pedraza Pinto,71120.63,17,17
CDMX,Perfil ETS Femenino / Cultivos infecciosos,Monica Olavarria,12931.02,4,4
CDMX,Perfil ETS Femenino / Cultivos infecciosos,Ruben Gonzalez Ruiz,24310.33,7,7
CDMX,Perfil ETS femenino,Giovanni López Salamanca,4310.34,1,1
CDMX,Perfil TORCH IgG e IgM,Alejandro Sanchez Aranda,3017.24,1,1
CDMX,Perfil TORCH IgG e IgM,Alma Victoria Villarreal Barranca,3017.24,1,1
CDMX,Perfil TORCH IgG e IgM,Eugenia Morán Orozco,15086.2,5,5
CDMX,Perfil TORCH IgG e IgM,Giovanni López Salamanca,9051.72,3,3
CDMX,Perfil TORCH IgG e IgM,Jairo Hernando Pedraza Pinto,12068.96,4,4
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Alejandro Sanchez Aranda,1853.45,1,1
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Alma Victoria Villarreal Barranca,5449.14,3,3
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Armando Miguel Roque Sanchez,7413.8,4,4
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Enfermeria,3706.9,2,2
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Eugenia Morán Orozco,12974.15,7,7
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Giovanni López Salamanca,7413.8,5,5
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Jaime Antonio Hidalgo Carrera,7302.59,4,4
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Jairo Hernando Pedraza Pinto,11120.7,6,6
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Maritza Ivett Rojas Valencia,3706.9,2,2
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Monica Olavarria,12017.77,8,8
CDMX,Perfil Tiroideo con Ac. Antitiroideos,Ruben Gonzalez Ruiz,1853.45,1,1
CDMX,Perfil Tiroideo sin Ac. Antitiroideos,Monica Olavarria,896.55,1,1
CDMX,Perfil Tiroideo sin Antitiroideos,Monica Olavarria,896.55,1,1
CDMX,Perfil Tiroideo sin anticuerpo,Armando Miguel Roque Sanchez,717.12,1,1
CDMX,Perfil Tiroideo sin anticuerpo,Monica Olavarria,1792.8,2,2
CDMX,Perfil Tiroideo sin anticuerpos Antitiroideos,Miranda Lucía Morán Morales,896.55,1,1
CDMX,Perfil Trombofilias,Eugenia Morán Orozco,12327.59,1,1
CDMX,Perfil androgenico femenino,Monica Olavarria,2155.17,1,1
CDMX,Perfil androgenico femenino,Ruben Gonzalez Ruiz,2155.17,1,1
CDMX,Perfil antifosfolipidos,Giovanni López Salamanca,3258.62,1,1
CDMX,Perfil bioquímico de 24 elementos,Giovanni López Salamanca,1185.34,1,1
CDMX,Perfil bioquímico de 24 elementos,Jaime Antonio Hidalgo Carrera,1185.34,1,1
CDMX,Perfil bioquímico de 24 elementos,Miranda Lucía Morán Morales,1185.34,1,1
CDMX,Perfil bioquímico de 35 elementos,Alma Victoria Villarreal Barranca,2228.45,1,1
CDMX,Perfil bioquímico de 35 elementos,Eugenia Morán Orozco,2370.69,1,1
CDMX,Perfil bioquímico de 35 elementos,Jaime Antonio Hidalgo Carrera,4741.38,2,2
CDMX,Perfil bioquímico de 35 elementos,Monica Olavarria,4741.38,2,2
CDMX,Perfil de lípidos,Alma Victoria Villarreal Barranca,1706.9,2,2
CDMX,Perfil de lípidos,Eugenia Morán Orozco,5120.7,6,6
CDMX,Perfil de lípidos,Miranda Lucía Morán Morales,853.45,2,2
CDMX,Perfil disparo captura,Alejandro Sanchez Aranda,1912.0,3,3
CDMX,Perfil disparo captura,Alma Victoria Villarreal Barranca,717.0,18,18
CDMX,Perfil disparo captura,Armando Miguel Roque Sanchez,0.0,37,37
CDMX,Perfil disparo captura,Carlos Andres Lejtik Alva,717.0,1,1
CDMX,Perfil disparo captura,Claudia Melina Robellada Zarate,0.0,1,1
CDMX,Perfil disparo captura,Eugenia Morán Orozco,0.0,64,64
CDMX,Perfil disparo captura,Giovanni López Salamanca,673.98,42,42
CDMX,Perfil disparo captura,Jaime Antonio Hidalgo Carrera,0.0,22,22
CDMX,Perfil disparo captura,Jairo Hernando Pedraza Pinto,717.0,38,38
CDMX,Perfil disparo captura,María Elena González Panzzi,717.0,2,2
CDMX,Perfil disparo captura,Miranda Lucía Morán Morales,0.0,4,4
CDMX,Perfil disparo captura,Monica Olavarria,2868.0,12,12
CDMX,Perfil disparo captura,Monica Yazmin Olavarria Guadarrama,717.0,1,1
CDMX,Perfil disparo captura,Norma Sharey Vazquez Jimenez,0.0,1,1
CDMX,Perfil disparo captura,Ruben Gonzalez Ruiz,0.0,17,17
CDMX,Perfil ginecológico,Eugenia Morán Orozco,3000.0,1,1
CDMX,Perfil inicio,Alejandro Sanchez Aranda,4120.42,8,8
CDMX,Perfil inicio,Alma Victoria Villarreal Barranca,0.0,20,20
CDMX,Perfil inicio,Armando Miguel Roque Sanchez,1195.0,59,59
CDMX,Perfil inicio,Blanca Cardenas,0.0,1,1
CDMX,Perfil inicio,Carlos Andres Lejtik Alva,0.0,1,1
CDMX,Perfil inicio,Eugenia Morán Orozco,1195.0,192,192
CDMX,Perfil inicio,Giovanni López Salamanca,0.0,108,108
CDMX,Perfil inicio,Jaime Antonio Hidalgo Carrera,1195.0,38,38
CDMX,Perfil inicio,Jairo Hernando Pedraza Pinto,0.0,69,69
CDMX,Perfil inicio,José Alfonso Gutiérrez Frusch,0.0,1,1
CDMX,Perfil inicio,María Elena González Panzzi,1195.0,1,1
CDMX,Perfil inicio,Mayela Fernandez del Campo (MEFI),732.76,2,2
CDMX,Perfil inicio,Miranda Lucía Morán Morales,0.0,5,5
CDMX,Perfil inicio,Monica Olavarria,1195.0,10,10
CDMX,Perfil inicio,Norma Sharey Vazquez Jimenez,0.0,1,1
CDMX,Perfil inicio,Ruben Gonzalez Ruiz,0.0,31,31
CDMX,Perfil pre captura,Alejandro Sanchez Aranda,412.07,1,1
CDMX,Perfil pre captura,Eugenia Morán Orozco,0.0,4,4
CDMX,Perfil pre captura,Giovanni López Salamanca,0.0,1,1
CDMX,Perfil pre captura,Jaime Antonio Hidalgo Carrera,0.0,3,3
CDMX,Perfil pre captura,Jairo Hernando Pedraza Pinto,0.0,1,1
CDMX,Perfil pre captura,Ruben Gonzalez Ruiz,0.0,1,1
CDMX,Perfil pre operatorio CDMX,Alejandro Sanchez Aranda,1293.09,3,3
CDMX,Perfil pre operatorio CDMX,Alma Victoria Villarreal Barranca,862.06,12,12
