Sede,Concepto,Profesional Historia,Ingresos,Atenciones,Uds
total,Banco de óvulo donadora nacional x óvulo - Disponibilidad 48 - 72 hrs CDMX,Jaime Antonio Hidalgo Carrera,112500.0,1,9
total,Banco de óvulos FI - Ovodonación Ovobank (6 óvulos) - Disponibilidad inmediata CDMX,LORENA CHRISSIE OCEGUERA PALAO,85345.42,1,1
total,Biometria Hemática Pack,(Sin asignar),405.17,1,1
total,Biometria Hemática Pack,Alma Victoria Villarreal Barranca,388.0,4,4
total,Biometria Hemática Pack,Armando Miguel Roque Sanchez,364.66,12,12
total,Biometria Hemática Pack,Carlos Parra,0.0,4,4
total,Biometria Hemática Pack,Diana Duran,0.0,1,1
total,Biometria Hemática Pack,Enfermeria,370.69,1,1
total,Biometria Hemática Pack,Eugenia Morán Orozco,387.93,12,12
total,Biometria Hemática Pack,Giovanni López Salamanca,107.76,8,8
total,Biometria Hemática Pack,Griselda Reyes Torres,387.93,1,1
total,Biometria Hemática Pack,Guadalupe Nolazco Beltrán,0.0,6,6
total,Biometria Hemática Pack,Jaime Antonio Hidalgo Carrera,0.0,1,1
total,Biometria Hemática Pack,Jairo Hernando Pedraza Pinto,0.0,9,9
total,Biometria Hemática Pack,Jorge Michel,0.0,1,1
total,Biometria Hemática Pack,José Alfonso Gutiérrez Frusch,0.0,1,1
total,Biometria Hemática Pack,Lilia Berenice Leyva Macias,387.93,1,1
total,Biometria Hemática Pack,María Elena González Panzzi,0.0,1,1
total,Biometria Hemática Pack,Miranda Lucía Morán Morales,387.93,3,3
total,Biometria Hemática Pack,Monica Olavarria,0.0,1,1
total,Biometria Hemática Pack,Ruben Gonzalez Ruiz,0.0,3,3
total,Biometria Hemática Pack,Yazmin Ramos,0.0,1,1
total,Biometria hematica fi,Carlos Parra,0.0,2,2
total,Biometría hemática,(Sin asignar),387.93,1,1
total,Biometría hemática,Alejandro Sanchez Aranda,387.93,1,1
total,Biometría hemática,Alma Victoria Villarreal Barranca,0.0,1,1
total,Biometría hemática,Armando Miguel Roque Sanchez,1163.79,15,15
total,Biometría hemática,Blanca Cardenas,0.0,2,2
total,Biometría hemática,Carlos Andres Lejtik Alva,387.93,1,1
total,Biometría hemática,Carlos Macias,387.93,1,1
total,Biometría hemática,Carlos Parra,387.93,12,12
total,Biometría hemática,Eugenia Morán Orozco,3491.37,49,49
total,Biometría hemática,Gerardo Armando Paladino Barquera,775.86,2,2
total,Biometría hemática,Giovanni López Salamanca,775.86,24,24
total,Biometría hemática,Guadalupe Nolazco Beltrán,0.0,6,6
total,Biometría hemática,Jaime Antonio Hidalgo Carrera,1551.72,22,22
total,Biometría hemática,Jairo Hernando Pedraza Pinto,1551.72,32,32
total,Biometría hemática,Jorge Michel,0.0,3,3
total,Biometría hemática,Maritza Ivett Rojas Valencia,775.86,2,2
total,Biometría hemática,María Elena González Panzzi,387.93,1,1
total,Biometría hemática,María de los Ángeles Flores Manzur,387.93,1,1
total,Biometría hemática,Mayela Fernandez del Campo (MEFI),387.93,1,1
total,Biometría hemática,Monica Olavarria,0.0,4,4
total,Biometría hemática,Monica Yazmin Olavarria Guadarrama,387.93,2,2
total,Biometría hemática,Norma Sharey Vazquez Jimenez,1163.79,4,4
total,Biometría hemática,Ruben Gonzalez Ruiz,2234.48,24,24
total,Biopsia de endometrio,Armando Miguel Roque Sanchez,1551.72,1,1
total,Biopsia de endometrio,Diana Duran,3103.44,4,2
total,Biopsia de endometrio,Monica Olavarria,1551.72,1,1
total,Biopsia de endometrio,Oliver Paul Cruz Orozco,1551.72,1,1
total,Biopsia por embrión de 1 a 10,Giovanni López Salamanca,8620.69,1,1
total,Biopsia testicular,Eugenia Morán Orozco,29310.34,1,1
total,Biopsia testicular,Guadalupe Nolazco Beltrán,28000.0,1,1
total,Biopsia testicular,Miranda Lucía Morán Morales,28000.17,1,1
total,Biopsia testicular - CDMX,Armando Miguel Roque Sanchez,28000.0,1,1
total,Biopsia testicular - CDMX,Eugenia Morán Orozco,28000.0,1,1
total,Bolentax 40mg,Jaime Antonio Hidalgo Carrera,4000.0,1,5
total,Bolentax 40mg,Tanya Barajas Serrano (Externa),800.0,1,1
total,Búsqueda de microdeleciones del cromosoma Y,Enfermeria,5474.14,1,1
total,CA 125,Diana Duran,1120.68,2,2
total,CA 125,Giovanni López Salamanca,560.34,1,1
total,CARGO DOBLE,Eugenia Morán Orozco,0.0,3,3
total,CARGO DOBLE,Laboratorio FIV/Andrología,0.0,1,1
total,CARGO ERRADO,Eugenia Morán Orozco,0.0,1,1
total,CARGO ERRADO,Jairo Hernando Pedraza Pinto,0.0,2,10
total,"CICLO CANCELADO, NO SE DIO SERVICIO",Eugenia Morán Orozco,0.0,1,1
total,CUERPO AMARILLO FTE 6X2 50ML/2MG AMP (PROGESTERONA),Armando Miguel Roque Sanchez,6102.0,3,6
total,CUERPO AMARILLO FTE 6X2 50ML/2MG AMP (PROGESTERONA),Eugenia Morán Orozco,233910.0,158,231
total,CUERPO AMARILLO FTE 6X2 50ML/2MG AMP (PROGESTERONA),Giovanni López Salamanca,60958.98,39,60
total,CUERPO AMARILLO FTE 6X2 50ML/2MG AMP (PROGESTERONA),Jaime Antonio Hidalgo Carrera,31527.0,12,31
total,CUERPO AMARILLO FTE 6X2 50ML/2MG AMP (PROGESTERONA),Jairo Hernando Pedraza Pinto,39663.0,33,39
total,CUERPO AMARILLO FTE 6X2 50ML/2MG AMP (PROGESTERONA),Ruben Gonzalez Ruiz,15255.0,10,15
total,Capacitación espermática,Carlos Parra,3017.24,3,1
total,Capacitación espermática,Mayella Fernández del Campo,1508.62,1,1
total,Captura + Fertilización + VItrificación (Embryo Freezing) CDMX,Gerardo Armando Paladino Barquera,55818.97,2,2
total,Captura + Fertilización + VItrificación (Embryo Freezing) CDMX,María de los Ángeles Flores Manzur,29138.46,1,1
total,Captura + Fertilización GDL,Sofia Rodriguez Mendoza (MEFI),23275.86,1,1
total,Captura + Vitrificación (Egg Freezing) CDMX,Griselda Reyes Torres,22015.6,1,1
total,Captura + Vitrificación (Egg Freezing) CDMX,María de los Ángeles Flores Manzur,25862.07,1,1
total,Captura + fertilización CDMX,Alejandro Sanchez Aranda,21250.0,1,1
total,Captura + fertilización CDMX,Gisela Cuevas Velasco,21250.0,1,1
total,Captura + fertilización CDMX,Magdalena Cruz Luna,12235.0,1,1
total,Captura + fertilización CDMX,Miguel Ángel Martínez Enríquez,21250.0,1,1
total,Captura CDMX,Gerardo Armando Paladino Barquera,9482.76,1,1
total,Captura ovular y vitrificación - CDMX,Armando Miguel Roque Sanchez,58189.66,1,1
total,Captura ovular y vitrificación - CDMX,Eugenia Morán Orozco,864224.17,13,13
total,Captura ovular y vitrificación - CDMX,Giovanni López Salamanca,488146.57,7,7
total,Captura ovular y vitrificación - CDMX,Jaime Antonio Hidalgo Carrera,262715.52,4,4
total,Captura ovular y vitrificación - CDMX,Jairo Hernando Pedraza Pinto,58189.66,1,1
total,Captura ovular y vitrificación - CDMX,Monica Olavarria,140086.21,2,2
total,Captura ovular y vitrificación - CDMX,Ruben Gonzalez Ruiz,418318.99,9,7
total,Captura ovular y vitrificación - GDL,Blanca Cardenas,43642.24,1,1
total,Captura ovular y vitrificación - GDL,Carlos Parra,165840.52,4,4
total,Captura ovular y vitrificación - MET,Guadalupe Nolazco Beltrán,84375.0,2,2
total,Cargo Administrativo,Norma Sharey Vazquez Jimenez,5797.41,1,1
total,Cargos administrativos,Alejandro Kava Braveman,6034.48,1,1
total,Cargos administrativos,Aline Yunuen García Cortes,405.17,1,1
total,Cargos administrativos,Carlos Parra,4801.72,1,1
total,Cargos administrativos,Claudia Melina Robellada Zarate,0.0,1,1
total,Cargos administrativos,Fatima Giron Ávila,1724.14,1,1
total,Cargos administrativos,Gisela Cuevas Velasco,2586.21,1,1
total,Cargos administrativos,LORENA CHRISSIE OCEGUERA PALAO,12931.1,1,1
total,Cargos administrativos,Leslie Sharon Gamiño Sanchez,7783.0,2,2
total,Cargos administrativos,Ruth Hernández Sánchez,6034.48,1,1
total,Cariotipo en sangre periférica,Carlos Parra,7887.93,1,1
total,Cariotipo en sangre periférica,Enfermeria,7887.93,1,1
total,Cariotipo en sangre periférica,Eugenia Morán Orozco,7887.93,1,1
total,Cariotipo pareja,Carlos Parra,7758.62,2,2
total,Cariotipo pareja,Diana Duran,7758.62,2,2
total,Cariotipo pareja,Giovanni López Salamanca,7758.62,1,1
total,Ceftriaxona,Jose Juan Guerrero Vargas,300.0,1,1
total,Cesárea 2 noches,Armando Miguel Roque Sanchez,66810.34,1,1
total,Cetrotide 0.25mg,Alejandro Sanchez Aranda,28056.0,10,21
total,Cetrotide 0.25mg,Alma Victoria Villarreal Barranca,112918.72,38,92
total,Cetrotide 0.25mg,Armando Miguel Roque Sanchez,278903.36,94,212
total,Cetrotide 0.25mg,Blanca Cardenas,38744.0,15,29
total,Cetrotide 0.25mg,Carlos Andres Lejtik Alva,8016.0,3,6
total,Cetrotide 0.25mg,Carlos Parra,132341.2,57,101
total,Cetrotide 0.25mg,Claudia Melina Robellada Zarate,4008.0,3,3
total,Cetrotide 0.25mg,Diana Duran,34736.0,9,26
total,Cetrotide 0.25mg,Eugenia Morán Orozco,533922.72,184,402
total,Cetrotide 0.25mg,Giovanni López Salamanca,333750.24,116,259
total,Cetrotide 0.25mg,Guadalupe Nolazco Beltrán,220440.0,64,165
total,Cetrotide 0.25mg,Jaime Antonio Hidalgo Carrera,196194.56,72,148
total,Cetrotide 0.25mg,Jairo Hernando Pedraza Pinto,323204.0,99,250
total,Cetrotide 0.25mg,Jorge Michel,42752.0,17,32
total,Cetrotide 0.25mg,José Manuel Lozano Sánchez,4008.0,1,3
total,Cetrotide 0.25mg,María Elena González Panzzi,8016.0,2,6
total,Cetrotide 0.25mg,Mayela Fernandez del Campo (MEFI),4008.0,1,3
total,Cetrotide 0.25mg,Miranda Lucía Morán Morales,17368.0,7,13
total,Cetrotide 0.25mg,Monica Olavarria,37408.0,15,29
total,Cetrotide 0.25mg,Monica Yazmin Olavarria Guadarrama,4008.0,2,3
total,Cetrotide 0.25mg,Norma Sharey Vazquez Jimenez,42752.0,16,32
total,Cetrotide 0.25mg,Ruben Gonzalez Ruiz,174017.04,65,131
total,Cetrotide 0.25mg,Tanya Barajas Serrano (Externa),4008.0,1,3
total,Check up Fertilidad Hombres,Eugenia Morán Orozco,4051.72,2,2
total,Check up Fertilidad Hombres,Giovanni López Salamanca,1616.38,1,1
total,Check up Fertilidad Hombres,Ruben Gonzalez Ruiz,1896.55,1,1
total,Check up Fertilidad Hombres CDMX,(Sin asignar),2586.21,1,1
total,Check up Fertilidad Hombres CDMX,Giovanni López Salamanca,4741.38,2,2
total,Check up Fertilidad Hombres CDMX,Jaime Antonio Hidalgo Carrera,2586.21,1,1
total,Check up Fertilidad Hombres CDMX,Jairo Hernando Pedraza Pinto,2586.21,1,1
total,Check up Fertilidad Hombres GDL,Blanca Cardenas,6465.51,3,3
total,Check up Fertilidad Hombres GDL,Carlos Parra,6465.51,3,3
total,Check up Fertilidad Hombres GDL,Diana Duran,10775.85,6,6
total,Check up Fertilidad Hombres GDL,Giovanni López Salamanca,4051.72,2,2
total,Check up Fertilidad Hombres GDL,Laboratorio FIV/Andrología,2155.17,1,1
total,Check up Fertilidad Hombres GDL,Miranda Lucía Morán Morales,4310.34,2,2
total,Check up Fertilidad Hombres GDL,Norma Sharey Vazquez Jimenez,8103.44,4,4
total,Check up Fertilidad Hombres MET,Guadalupe Nolazco Beltrán,3448.28,2,2
total,Check up Fertilidad Masculino,Jaime Antonio Hidalgo Carrera,1896.55,1,1
total,Check up Fertilidad Mujeres,(Sin asignar),1896.55,1,1
total,Check up Fertilidad Mujeres,Alma Victoria Villarreal Barranca,86982.7,48,48
total,Check up Fertilidad Mujeres,Armando Miguel Roque Sanchez,24655.15,13,13
total,Check up Fertilidad Mujeres,Blanca Cardenas,20598.27,13,13
total,Check up Fertilidad Mujeres,Carlos Parra,16206.89,10,10
total,Check up Fertilidad Mujeres,Diana Duran,40327.57,25,25
total,Check up Fertilidad Mujeres,Eugenia Morán Orozco,21948.26,14,14
total,Check up Fertilidad Mujeres,Giovanni López Salamanca,35636.18,19,19
total,Check up Fertilidad Mujeres,Guadalupe Nolazco Beltrán,20520.67,11,11
total,Check up Fertilidad Mujeres,Itzury Padilla,3362.07,2,2
total,Check up Fertilidad Mujeres,Jaime Antonio Hidalgo Carrera,19999.99,12,12
total,Check up Fertilidad Mujeres,Jairo Hernando Pedraza Pinto,21896.54,12,12
total,Check up Fertilidad Mujeres,Miranda Lucía Morán Morales,63189.61,34,34
total,Check up Fertilidad Mujeres,Monica Olavarria,16637.92,9,9
total,Check up Fertilidad Mujeres,Norma Sharey Vazquez Jimenez,18965.51,15,13
total,Check up Fertilidad Mujeres,Ruben Gonzalez Ruiz,16206.89,9,9
total,Check up Fertilidad Mujeres,Tanya Barajas Serrano,0.0,1,1
total,Check up Fertilidad Mujeres,Yazmin Ramos,3793.1,2,2
total,Check up Fertilidad Mujeres GDL,Carlos Parra,2155.17,1,1
total,Check up Fertilidad Mujeres GDL,Norma Sharey Vazquez Jimenez,5086.21,3,3
total,Check up Fertilidad Mujeres MET,Guadalupe Nolazco Beltrán,6896.56,4,4
total,Check up Fertilidad Pareja GDL,Blanca Cardenas,18965.54,7,7
total,Check up Fertilidad Pareja GDL,Carlos Parra,13793.12,5,5
total,Check up Fertilidad Pareja GDL,Diana Duran,2586.21,1,1
total,Check up Fertilidad Pareja GDL,Jorge Michel,2586.21,1,1
total,Check up Fertilidad Pareja GDL,Laboratorio FIV/Andrología,6034.49,2,2
total,Check up Fertilidad Pareja GDL,Norma Sharey Vazquez Jimenez,21586.23,7,7
total,Check up Fertilidad Pareja GDL,Tanya Barajas Serrano,3448.28,1,1
total,Check up Fertilidad Pareja MET,Carlos Parra,3448.28,1,1
total,Check up Fertilidad Pareja MET,Enfermeria,2586.21,1,1
total,Check up Fertilidad Pareja MET,Guadalupe Nolazco Beltrán,25862.1,8,8
total,Check up Fertilidad Parejas,(Sin asignar),3017.24,1,1
total,Check up Fertilidad Parejas,Alma Victoria Villarreal Barranca,33189.64,11,11
total,Check up Fertilidad Parejas,Ana Giannina Garcia,3017.24,1,1
total,Check up Fertilidad Parejas,Armando Miguel Roque Sanchez,21120.68,7,7
total,Check up Fertilidad Parejas,Blanca Cardenas,18103.44,6,6
total,Check up Fertilidad Parejas,Carlos Parra,9051.72,3,3
total,Check up Fertilidad Parejas,Diana Duran,43706.88,18,16
total,Check up Fertilidad Parejas,Eugenia Morán Orozco,25853.44,9,9
total,Check up Fertilidad Parejas,Giovanni López Salamanca,39224.12,13,13
total,Check up Fertilidad Parejas,Guadalupe Nolazco Beltrán,21120.68,7,7
total,Check up Fertilidad Parejas,Jaime Antonio Hidalgo Carrera,12758.62,4,4
total,Check up Fertilidad Parejas,Jairo Hernando Pedraza Pinto,18103.44,6,6
total,Check up Fertilidad Parejas,Jorge Michel,3017.24,1,1
total,Check up Fertilidad Parejas,José Alfonso Gutiérrez Frusch,3017.24,1,1
total,Check up Fertilidad Parejas,Miranda Lucía Morán Morales,24137.92,9,9
total,Check up Fertilidad Parejas,Monica Olavarria,15948.27,6,6
total,Check up Fertilidad Parejas,Norma Sharey Vazquez Jimenez,9051.72,3,3
total,Check up Fertilidad Parejas,Ruben Gonzalez Ruiz,5129.31,2,2
total,Check up Fertilidad masculino,Miranda Lucía Morán Morales,1896.55,1,1
total,Check up GALENSTINE CDMX,(Sin asignar),2000.0,1,1
total,Check up Hombres CDMX,Giovanni López Salamanca,8318.98,5,5
total,Check up Hombres CDMX,Jaime Antonio Hidalgo Carrera,10344.84,4,4
total,Check up Hombres CDMX,Jairo Hernando Pedraza Pinto,2586.21,1,1
total,Check up Hombres CDMX,Laboratorio FIV/Andrología,2586.21,1,1
total,Check up Hombres CDMX,Ruben Gonzalez Ruiz,8469.84,6,4
total,Check up Integral,Blanca Cardenas,3017.24,1,1
total,Check up Integral,Norma Sharey Vazquez Jimenez,6034.48,4,2
total,Check up Mujeres CDMX,Armando Miguel Roque Sanchez,10344.84,4,4
total,Check up Mujeres CDMX,Eugenia Morán Orozco,23146.58,12,12
total,Check up Mujeres CDMX,Giovanni López Salamanca,12025.89,9,9
total,Check up Mujeres CDMX,Jaime Antonio Hidalgo Carrera,14353.47,7,7
total,Check up Mujeres CDMX,Jairo Hernando Pedraza Pinto,23793.14,13,13
total,Check up Mujeres CDMX,Monica Olavarria,10344.84,4,4
total,Check up Mujeres CDMX,Ruben Gonzalez Ruiz,7758.63,3,3
total,Check up Mujeres GDL,(Sin asignar),1293.1,1,1
total,Check up Mujeres GDL,Blanca Cardenas,14568.96,7,7
total,Check up Mujeres GDL,Carlos Parra,8620.68,5,5
total,Check up Mujeres GDL,Norma Sharey Vazquez Jimenez,13706.9,8,8
total,Check up Parejas CDMX,(Sin asignar),3706.9,1,1
total,Check up Parejas CDMX,Carlos Parra,3448.28,1,1
total,Check up Parejas CDMX,Eugenia Morán Orozco,23965.54,8,8
total,Check up Parejas CDMX,Giovanni López Salamanca,18448.29,7,7
total,Check up Parejas CDMX,Jaime Antonio Hidalgo Carrera,16070.7,7,7
total,Check up Parejas CDMX,Jairo Hernando Pedraza Pinto,11982.77,4,4
total,Check up Parejas CDMX,Monica Olavarria,3706.9,1,1
total,Check up Parejas CDMX,Ruben Gonzalez Ruiz,18534.5,5,5
total,Check up fertilidad mujeres CDMX,Armando Miguel Roque Sanchez,1551.72,1,1
total,Check up fertilidad mujeres CDMX,Eugenia Morán Orozco,11706.99,6,6
total,Check up fertilidad mujeres CDMX,Giovanni López Salamanca,4698.29,4,4
total,Check up fertilidad mujeres CDMX,Monica Olavarria,1293.1,1,1
total,Check up fertilidad mujeres CDMX,Ruben Gonzalez Ruiz,7396.56,3,3
total,Check up fertilidad mujeres MTP,Norma Sharey Vazquez Jimenez,1724.14,1,1
total,Check up ginecologico,Alma Victoria Villarreal Barranca,11810.35,8,8
total,Check up ginecologico,Ana Giannina Garcia,2586.2,2,2
total,Check up ginecologico,Armando Miguel Roque Sanchez,6896.56,4,4
total,Check up ginecologico,Blanca Cardenas,30603.38,24,24
total,Check up ginecologico,Carlos Parra,12499.98,13,11
total,Check up ginecologico,Diana Duran,66034.37,63,57
total,Check up ginecologico,Eugenia Morán Orozco,1293.1,2,2
total,Check up ginecologico,Fabiola del Carmen Brito Sandoval,1293.1,1,1
total,Check up ginecologico,Giovanni López Salamanca,3879.31,3,3
total,Check up ginecologico,Guadalupe Nolazco Beltrán,11206.88,23,23
total,Check up ginecologico,Itzury Padilla,1293.1,1,1
total,Check up ginecologico,Jairo Hernando Pedraza Pinto,1293.1,1,1
total,Check up ginecologico,José Alfonso Gutiérrez Frusch,1724.14,1,1
total,Check up ginecologico,Miranda Lucía Morán Morales,34314.63,24,24
total,Check up ginecologico,Monica Olavarria,10344.82,7,7
total,Check up ginecologico,Norma Sharey Vazquez Jimenez,28965.49,22,22
total,Check up ginecologico,Tanya Barajas Serrano,0.0,1,1
total,Check up ginecologico,Yazmin Ramos,2586.2,2,2
total,Check up ginecologico (sin papanicolao) CDMX,Monica Olavarria,862.07,1,1
total,Check up ginecologico (sin papanicolao) GDL,(Sin asignar),1379.31,1,1
total,Check up ginecologico CDMX,Alma Victoria Villarreal Barranca,3189.66,2,2
total,Check up ginecologico CDMX,Armando Miguel Roque Sanchez,5172.42,3,3
total,Check up ginecologico CDMX,Eugenia Morán Orozco,8620.7,5,5
total,Check up ginecologico CDMX,Giovanni López Salamanca,5862.07,4,4
total,Check up ginecologico CDMX,Jairo Hernando Pedraza Pinto,3448.28,2,2
total,Check up ginecologico CDMX,Miranda Lucía Morán Morales,3189.66,2,2
total,Check up ginecologico CDMX,Monica Olavarria,4137.93,3,3
total,Check up ginecologico CDMX,Ruben Gonzalez Ruiz,5172.42,4,4
total,Check up ginecologico GDL,(Sin asignar),1724.14,1,1
total,Check up ginecologico GDL,Blanca Cardenas,23706.92,14,14
total,Check up ginecologico GDL,Carlos Parra,8620.7,6,6
total,Check up ginecologico GDL,Diana Duran,10344.84,6,6
total,Check up ginecologico GDL,Eugenia Morán Orozco,1724.14,1,1
total,Check up ginecologico GDL,Fabiola del Carmen Brito Sandoval,1293.1,1,1
total,Check up ginecologico GDL,Jorge Michel,1293.1,1,1
total,Check up ginecologico GDL,Norma Sharey Vazquez Jimenez,30689.69,23,23
total,Check up ginecologico GDL,Yazmin Ramos,1724.14,1,1
total,Check up ginecologico MET,Guadalupe Nolazco Beltrán,16732.72,13,13
total,Check upFertilidad  Parejas CDMX,Armando Miguel Roque Sanchez,3706.9,1,1
total,Check upFertilidad  Parejas CDMX,Eugenia Morán Orozco,3706.9,1,1
total,Check upFertilidad  Parejas CDMX,Giovanni López Salamanca,6034.49,2,2
total,Check upFertilidad  Parejas CDMX,Jaime Antonio Hidalgo Carrera,6894.83,2,2
total,Check upFertilidad  Parejas CDMX,Jairo Hernando Pedraza Pinto,11120.7,3,3
total,Checkup Fertilidad CDMX,Armando Miguel Roque Sanchez,2586.21,1,1
total,Chlamydia trachomatis por PCR Cualitativa,Eugenia Morán Orozco,3275.86,1,1
total,Cita de primera vez SOP,Monica Olavarria,7758.6,5,5
total,Cita de primera vez SOP,Norma Sharey Vazquez Jimenez,1551.72,1,1
total,Cita indiviudal de seguimiento SOP Médico presencial,Monica Olavarria,3103.44,2,2
total,Cita primera vez IPS,(Sin asignar),2586.21,3,3
total,Cita primera vez IPS,Alma Victoria Villarreal Barranca,862.07,1,1
total,Cita primera vez IPS,Armando Miguel Roque Sanchez,2586.21,3,3
total,Cita primera vez IPS,Eugenia Morán Orozco,11206.91,12,13
total,Cita primera vez IPS,Giovanni López Salamanca,5172.42,6,6
total,Cita primera vez IPS,Jaime Antonio Hidalgo Carrera,862.07,2,2
total,Cita primera vez IPS,Jairo Hernando Pedraza Pinto,1724.14,2,2
total,Cita primera vez IPS,Miranda Lucía Morán Morales,862.07,1,1
total,Cita primera vez IPS,Ruben Gonzalez Ruiz,862.07,2,2
total,Citomegalovirus IgG,Giovanni López Salamanca,536.21,1,1
total,Citomegalovirus IgM,Giovanni López Salamanca,536.21,1,1
total,Coito programado - CDMX,Alma Victoria Villarreal Barranca,8620.68,2,2
total,Coito programado - CDMX,Armando Miguel Roque Sanchez,12931.02,3,3
total,Coito programado - CDMX,Miranda Lucía Morán Morales,4310.34,1,1
total,Coito programado - CDMX,Ruben Gonzalez Ruiz,4181.03,1,1
total,Coito programado - GDL,Carlos Parra,4310.34,1,1
total,Colesterol total,José Alfonso Gutiérrez Frusch,241.38,1,1
total,Colesterol total,Norma Sharey Vazquez Jimenez,241.38,1,1
total,Colocacion DIU Mirena [Consultorio],Alma Victoria Villarreal Barranca,6465.52,1,1
total,Colocacion DIU Mirena [Consultorio],Armando Miguel Roque Sanchez,6465.52,1,1
total,Colocacion DIU Mirena [Consultorio],Diana Duran,6465.52,1,1
total,Colocacion DIU Mirena [Consultorio],Jaime Antonio Hidalgo Carrera,6465.52,1,1
total,Colocacion DIU Mirena [Consultorio],Norma Sharey Vazquez Jimenez,12284.49,2,2
total,Colocacion DIU PLATA,Miranda Lucía Morán Morales,3017.24,1,1
total,Colocacion DIU PLATA,Norma Sharey Vazquez Jimenez,3017.24,1,1
total,Complete OMG-3 (90 tabletas),Guadalupe Nolazco Beltrán,2241.38,1,2
total,Congelamiento de embriones CDMX,Armando Miguel Roque Sanchez,206896.59,2,2
total,Congelamiento de embriones CDMX,Eugenia Morán Orozco,881808.67,11,11
total,Congelamiento de embriones CDMX,Giovanni López Salamanca,1106551.72,12,12
total,Congelamiento de embriones CDMX,Jaime Antonio Hidalgo Carrera,78620.69,1,1
total,Congelamiento de embriones CDMX,Jairo Hernando Pedraza Pinto,609912.75,7,7
total,Congelamiento de embriones CDMX,Monica Olavarria,102586.21,1,1
total,Congelamiento de embriones GDL,Carlos Parra,74138.01,1,1
total,Congelamiento de embriones MET,Guadalupe Nolazco Beltrán,106853.52,2,2
total,Congelamiento de semen (por depósito),Ruben Gonzalez Ruiz,8620.69,1,2
total,Congelamiento de semen (por depósito) CDMX,Eugenia Morán Orozco,4310.34,1,1
total,Congelamiento de semen (por depósito) CDMX,Jaime Antonio Hidalgo Carrera,4310.34,1,1
total,Congelamiento de semen (por depósito) CDMX,Miranda Lucía Morán Morales,4525.86,1,1
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Alejandro Sanchez Aranda,4310.34,1,1
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Alma Victoria Villarreal Barranca,4310.35,1,1
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Amaranta Paulina Martinez Alvarado,8620.68,2,2
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Armando Miguel Roque Sanchez,15086.2,4,4
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Carlos Eduardo Sandoval Castro,8620.69,1,2
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Carlos Parra,9051.72,2,2
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Diana Duran,8620.69,1,2
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Eugenia Morán Orozco,42241.35,8,10
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Giovanni López Salamanca,44827.79,10,11
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Griselda Reyes Torres,11206.9,1,3
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Guadalupe Nolazco Beltrán,17241.37,4,4
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Jaime Antonio Hidalgo Carrera,28879.28,7,7
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Jairo Hernando Pedraza Pinto,25862.05,4,6
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Jorge Michel (EX),6034.48,1,1
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,José Alfonso Gutiérrez Frusch,21551.7,5,5
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Leslie Sharon Gamiño Sanchez,12931.03,2,3
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Norma Sharey Vazquez Jimenez,12931.02,3,3
total,Congelamiento de semen (por depósito) CDMX - GDL - MET,Ruben Gonzalez Ruiz,17241.36,4,4
total,Congelamiento de óvulos CDMX,Alma Victoria Villarreal Barranca,364439.65,5,5
total,Congelamiento de óvulos CDMX,Armando Miguel Roque Sanchez,759267.24,11,11
total,Congelamiento de óvulos CDMX,Eugenia Morán Orozco,1472629.86,23,23
total,Congelamiento de óvulos CDMX,Giovanni López Salamanca,709913.84,11,11
total,Congelamiento de óvulos CDMX,Jaime Antonio Hidalgo Carrera,595905.17,9,9
total,Congelamiento de óvulos CDMX,Jairo Hernando Pedraza Pinto,716379.29,10,10
total,Congelamiento de óvulos CDMX,Miranda Lucía Morán Morales,81896.55,1,1
total,Congelamiento de óvulos CDMX,Monica Olavarria,81896.55,1,1
total,Congelamiento de óvulos CDMX,Ruben Gonzalez Ruiz,298060.36,5,5
total,Congelamiento de óvulos CDMX Promoción Marzo,Alma Victoria Villarreal Barranca,61422.41,1,1
total,Congelamiento de óvulos GDL - MET,Blanca Cardenas,43642.24,1,1
total,Congelamiento de óvulos GDL - MET,Carlos Parra,177478.45,4,4
total,Congelamiento de óvulos GDL - MET,Diana Duran,151293.11,3,3
total,Congelamiento de óvulos GDL - MET,Guadalupe Nolazco Beltrán,130926.72,3,3
total,Congelamiento de óvulos GDL - MET,Norma Sharey Vazquez Jimenez,93103.45,2,2
total,Consulta 14% off all 1st time appointments [Valentines_2026],Carlos Parra,689.66,1,1
